5.3388 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
5.3396 	INFO 	Loaded monitor calibration from ['2024_08_09 11:05']
6.5368 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC730>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC6D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC520>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000216076BC6A0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.5369 	EXP 	window1: backgroundImage = ''
6.5369 	EXP 	window1: backgroundFit = 'none'
6.5371 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC850>
6.5374 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC850>
6.5392 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC850>
6.5400 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC850>
6.5623 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5640 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5653 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5666 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5686 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5695 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5708 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5714 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5722 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5734 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5748 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5761 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5771 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5781 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5791 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5801 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5808 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5815 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5827 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5835 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.5839 	DEBUG 	Uploading Texture Font fontname to graphics card
6.5920 	DEBUG 	Upload of Texture Font fontname complete
6.5940 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC850>
6.5942 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC850>
6.5948 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC850>
6.5953 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000216072EC850>
6.6149 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.6161 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.6173 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.6175 	DEBUG 	Uploading Texture Font fontname to graphics card
6.6259 	DEBUG 	Upload of Texture Font fontname complete
6.6280 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.6281 	EXP 	window1: recordFrameIntervals = False
6.8277 	EXP 	window1: recordFrameIntervals = True
7.0111 	EXP 	Screen (0) actual frame rate measured at 60.03Hz
7.0112 	EXP 	window1: recordFrameIntervals = False
7.0113 	EXP 	window1: mouseVisible = False
7.0117 	EXP 	window1: mouseVisible = False
7.0119 	EXP 	window1: mouseVisible = False
7.0127 	EXP 	window1: mouseVisible = False
7.0133 	EXP 	window1: mouseVisible = False
7.0333 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0342 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0354 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0367 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0380 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0394 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0402 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0413 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0426 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0438 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0440 	DEBUG 	Uploading Texture Font fontname to graphics card
7.0446 	DEBUG 	Upload of Texture Font fontname complete
7.0462 	EXP 	window1: mouseVisible = False
7.0463 	EXP 	window1: mouseVisible = False
7.0468 	EXP 	window1: mouseVisible = False
7.0473 	EXP 	window1: mouseVisible = False
7.0802 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
8.6429 	INFO 	keyboard.Keyboard is using iohub backend.
8.6429 	INFO 	keyboard.Keyboard is using iohub backend.
8.6430 	EXP 	delay_discounting: status = STARTED
8.6431 	EXP 	window1: mouseVisible = False
