14.0447 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
14.0456 	INFO 	Loaded monitor calibration from ['2024_08_09 11:05']
17.9084 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000221491B8F40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000221491B8EE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000221491B8D30>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002214958BEB0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.9085 	EXP 	window1: backgroundImage = ''
17.9085 	EXP 	window1: backgroundFit = 'none'
17.9087 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000221491C10A0>
17.9147 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000221491C10A0>
17.9428 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000221491C10A0>
17.9434 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000221491C10A0>
18.0147 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0161 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0171 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0183 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0194 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0202 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0212 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0224 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0231 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0237 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0248 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0260 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0278 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
18.0288 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
