reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
11,30,7,0,0,0,0,0.06762590000289492,,0.028675799985649064,0.06762590000289492,1.0019078999757767,1.0019078999757767,1.068896599987056,2.591458699986106,l,1.5823039000097197,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
78,80,162,0,1,1,6,2.617565900000045,,2.592170099989744,2.617565900000045,3.601682799984701,3.601682799984701,3.6198560999764595,4.389494699978968,t,0.7754561000037938,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
27,50,21,0,2,2,2,4.401383099990198,,4.390037299977848,4.401383099990198,5.401570999994874,5.401570999994874,5.401570999994874,6.47281129998737,l,1.068562300002668,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
67,75,119,0,3,3,5,6.484907899983227,,6.473489500000142,6.484907899983227,7.484953099978156,7.484953099978156,7.484953099978156,8.205960399995092,t,0.7089612999989185,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
15,35,13,0,4,4,1,8.218189299979713,,8.206575799995335,8.218189299979713,9.217571899993345,9.217571899993345,9.217571899993345,10.138655799994012,l,0.9061776000016835,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
40,55,62,0,5,5,3,10.151324499980547,,10.13911509999889,10.151324499980547,11.150938399980078,11.150938399980078,11.150938399980078,11.921397500002058,t,0.7641250000160653,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
49,60,89,0,6,6,4,11.933778099977644,,11.921987999987323,11.933778099977644,12.934291899990058,12.934291899990058,12.934291899990058,13.753714099992067,t,0.804558600008022,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
27,50,21,1,0,7,2,13.767540100001497,,13.754430899978615,13.767540100001497,14.767170399980387,14.767170399980387,14.767170399980387,15.454472499986878,l,0.6694330000027549,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
40,55,62,1,1,8,3,15.467308299994329,,15.454942799988203,15.467308299994329,16.46709729998838,16.46709729998838,16.46709729998838,17.005103799980134,t,0.5332213999936357,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
78,80,162,1,2,9,6,17.016765599983046,,17.005659099988407,17.016765599983046,18.01661189997685,18.01661189997685,18.01661189997685,18.55476479997742,t,0.5309985000058077,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
49,60,89,1,3,10,4,18.566927899984876,,18.555472799984273,18.566927899984876,19.567405799985863,19.567405799985863,19.567405799985863,20.220295399980387,t,0.6433826999855228,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
11,30,7,1,4,11,0,20.233183099975577,,20.22082909999881,20.233183099975577,21.232891299994662,21.232891299994662,21.232891299994662,21.719487700000172,l,0.47578919999068603,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
67,75,119,1,5,12,5,21.73280359999626,,21.719925899989903,21.73280359999626,22.733076199976495,22.733076199976495,22.733076199976495,23.352892499999143,t,0.6120482999831438,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
15,35,13,1,6,13,1,23.366383899992798,,23.353424999979325,23.366383899992798,24.366369499999564,24.366369499999564,24.366369499999564,24.819625399977667,l,0.45116009999765083,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
67,75,119,2,0,14,5,24.833285899978364,,24.820049399975687,24.833285899978364,25.832117699988885,25.832117699988885,25.832117699988885,26.55249360000016,t,0.7098500999854878,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
15,35,13,2,1,15,1,26.56556489999639,,26.553008499991847,26.56556489999639,27.5656680999964,27.5656680999964,27.5656680999964,28.18652689998271,l,0.6133939999854192,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
27,50,21,2,2,16,2,28.198859500000253,,28.1871012999909,28.198859500000253,29.19849979999708,29.19849979999708,29.19849979999708,29.80282789998455,t,0.5986269999993965,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
78,80,162,2,3,17,6,29.81568069997593,,29.80324759997893,29.81568069997593,30.81511359999422,30.81511359999422,30.81511359999422,31.352622399979737,t,0.5256231999956071,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
11,30,7,2,4,18,0,31.36501809998299,,31.353076699975645,31.36501809998299,32.3654428999871,32.3654428999871,32.3654428999871,32.81889599998249,l,0.4375990000262391,None,491918,001,2024-11-21_14h22.37.248,delay_discounting,2024.1.5,None,2024-11-21 14h22.44.031958 +0530,
