7.0361 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
7.0372 	INFO 	Loaded monitor calibration from ['2024_08_09 11:05']
8.1558 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CEB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CE50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CCA0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000024C5C3EBE20>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.1559 	EXP 	window1: backgroundImage = ''
8.1559 	EXP 	window1: backgroundFit = 'none'
8.1562 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CFD0>
8.1566 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CFD0>
8.1589 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CFD0>
8.1595 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CFD0>
8.1797 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1808 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1818 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1831 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1843 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1851 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1862 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1877 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1884 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1890 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1900 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1909 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1918 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1928 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1937 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1947 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1957 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1964 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1986 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1993 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.1996 	DEBUG 	Uploading Texture Font fontname to graphics card
8.2124 	DEBUG 	Upload of Texture Font fontname complete
8.2141 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CFD0>
8.2143 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CFD0>
8.2150 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CFD0>
8.2155 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x0000024C5C01CFD0>
8.2341 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2355 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2368 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.2371 	DEBUG 	Uploading Texture Font fontname to graphics card
8.2516 	DEBUG 	Upload of Texture Font fontname complete
8.2542 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.2543 	EXP 	window1: recordFrameIntervals = False
8.8606 	EXP 	window1: recordFrameIntervals = True
9.0440 	EXP 	Screen (0) actual frame rate measured at 59.41Hz
9.0441 	EXP 	window1: recordFrameIntervals = False
9.0442 	EXP 	window1: mouseVisible = False
9.0446 	EXP 	window1: mouseVisible = False
9.0447 	EXP 	window1: mouseVisible = False
9.0454 	EXP 	window1: mouseVisible = False
9.0458 	EXP 	window1: mouseVisible = False
9.0665 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0673 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0685 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0699 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0711 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0727 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0738 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0757 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0774 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0792 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0796 	DEBUG 	Uploading Texture Font fontname to graphics card
9.0802 	DEBUG 	Upload of Texture Font fontname complete
9.0817 	EXP 	window1: mouseVisible = False
9.0818 	EXP 	window1: mouseVisible = False
9.0823 	EXP 	window1: mouseVisible = False
9.0828 	EXP 	window1: mouseVisible = False
9.1180 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
10.6890 	INFO 	keyboard.Keyboard is using iohub backend.
10.6890 	INFO 	keyboard.Keyboard is using iohub backend.
10.6891 	EXP 	delay_discounting: status = STARTED
10.6894 	EXP 	window1: mouseVisible = False
